customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID0351,Female,1,No,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),81.4,3999.2,Yes
ID0352,Male,1,Yes,No,49,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),119.66,4620.95,Yes
ID0353,Male,0,Yes,Yes,41,Yes,Yes,No,Yes,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),100.06,4599.51,No
ID0354,Female,1,No,Yes,17,No,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),69.85,3343.89,Yes
ID0355,Female,1,No,Yes,21,No,Yes,No,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),67.61,1621.98,No
ID0356,Male,1,Yes,Yes,51,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,76.02,5987.54,Yes
ID0357,Female,1,No,No,59,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),47.87,1104.73,No
ID0358,Female,0,Yes,Yes,39,No,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,94.02,921.59,No
ID0359,Male,1,No,No,55,No,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),66.77,5711.14,Yes
ID0360,Male,0,Yes,Yes,41,No,No phone service,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),116.08,1750.8,Yes
ID0361,Female,1,No,No,39,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,106.4,2524.49,Yes
ID0362,Male,1,No,No,13,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),91.65,3855.29,Yes
ID0363,Male,0,Yes,No,64,No,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,66.77,3650.87,Yes
ID0364,Female,1,No,No,11,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),51.19,5698.77,No
ID0365,Male,1,No,No,19,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),108.38,5026.1,Yes
ID0366,Male,1,Yes,No,11,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.12,5191.72,No
ID0367,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,52.69,5742.02,No
ID0368,Female,1,Yes,No,45,Yes,Yes,No,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,49.7,2412.63,No
ID0369,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,46.7,2647.42,Yes
ID0370,Male,1,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,108.48,3561.17,Yes
ID0371,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),53.12,2529.94,Yes
ID0372,Female,0,No,Yes,72,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,83.18,7882.0,Yes
ID0373,Female,1,No,No,72,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,75.6,6532.0,Yes
ID0374,Female,1,No,Yes,61,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),88.53,1401.76,Yes
ID0375,Male,0,No,No,12,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,118.58,145.18,No
ID0376,Female,0,No,Yes,61,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,117.63,438.98,Yes
ID0377,Female,1,Yes,No,33,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,75.55,2029.09,No
ID0378,Male,0,No,No,45,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,31.54,1003.89,No
ID0379,Female,1,Yes,No,69,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),73.06,4314.36,Yes
ID0380,Male,1,No,No,8,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),91.22,6879.15,Yes
ID0381,Female,1,No,Yes,25,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,86.32,5921.32,Yes
ID0382,Female,1,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,95.77,1804.3,Yes
ID0383,Female,0,No,Yes,30,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.55,3255.45,Yes
ID0384,Male,1,No,Yes,47,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),95.29,4113.35,Yes
ID0385,Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),48.44,6501.62,No
ID0386,Female,1,No,No,47,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,105.79,6730.05,No
ID0387,Male,0,No,Yes,18,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,64.24,7287.76,No
ID0388,Male,1,No,Yes,66,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),101.69,4124.03,No
ID0389,Male,0,Yes,Yes,68,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,34.82,5585.76,No
ID0390,Male,0,No,No,33,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),71.18,984.21,No
ID0391,Male,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,101.2,4566.77,Yes
ID0392,Male,1,No,Yes,19,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),52.9,2065.66,Yes
ID0393,Female,1,No,No,28,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,110.31,3511.55,Yes
ID0394,Female,1,Yes,No,40,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.7,5109.99,No
ID0395,Male,0,Yes,Yes,15,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),89.33,2131.18,No
ID0396,Female,1,No,Yes,41,No,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),65.7,513.25,No
ID0397,Female,0,No,No,39,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),78.72,181.84,Yes
ID0398,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.32,276.05,Yes
ID0399,Female,1,Yes,No,63,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,77.71,166.95,Yes
ID0400,Male,0,No,No,29,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,100.52,972.79,No
ID0401,Female,0,Yes,No,66,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,73.79,1992.95,No
ID0402,Female,0,No,No,51,No,No,No,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,50.42,1848.64,No
ID0403,Male,0,Yes,No,10,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,51.6,7896.68,Yes
ID0404,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),30.58,2518.44,No
ID0405,Female,1,Yes,Yes,51,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,60.39,1107.61,Yes
ID0406,Female,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),105.63,4410.93,Yes
ID0407,Female,1,No,No,28,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),110.2,6878.85,Yes
ID0408,Female,0,Yes,No,3,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),50.44,5457.67,Yes
ID0409,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),126.85,2440.04,Yes
ID0410,Female,1,No,Yes,27,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.73,4537.76,Yes
ID0411,Male,1,Yes,No,2,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),122.6,5748.35,Yes
ID0412,Female,1,Yes,Yes,38,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),101.37,5853.02,No
ID0413,Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),102.96,5366.64,Yes
ID0414,Male,1,Yes,No,16,No,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.58,6980.39,No
ID0415,Male,1,No,Yes,40,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,52.21,6974.82,Yes
ID0416,Male,1,No,Yes,2,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,No,Mailed check,30.88,4674.59,Yes
ID0417,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,102.32,3496.86,Yes
ID0418,Female,0,No,No,12,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),64.78,5169.4,No
ID0419,Female,0,Yes,No,35,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.44,6564.86,Yes
ID0420,Female,0,No,Yes,65,No,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.22,145.64,Yes
ID0421,Female,0,Yes,Yes,55,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),112.74,7937.77,No
ID0422,Female,0,Yes,Yes,45,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),43.19,1545.85,No
ID0423,Female,0,Yes,Yes,62,No,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),47.5,3815.96,No
ID0424,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.42,6990.02,No
ID0425,Female,1,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,71.25,1878.81,Yes
ID0426,Male,1,Yes,No,23,No,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,65.21,3867.67,Yes
ID0427,Male,0,Yes,No,24,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,107.12,1148.39,No
ID0428,Female,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,39.78,3222.09,Yes
ID0429,Male,1,Yes,No,28,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.46,1500.36,No
ID0430,Female,0,Yes,No,21,No,No,No,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,114.55,2973.65,No
ID0431,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,36.74,3051.36,No
ID0432,Female,0,No,No,18,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),125.17,7947.04,Yes
ID0433,Male,1,No,Yes,36,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),129.61,7960.01,No
ID0434,Female,1,Yes,Yes,45,No,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,38.94,1007.8,Yes
ID0435,Female,1,No,No,53,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.41,5836.14,Yes
ID0436,Female,1,No,Yes,30,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),67.6,509.78,Yes
ID0437,Female,1,No,Yes,60,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),108.41,339.51,No
ID0438,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.18,933.13,Yes
ID0439,Male,1,Yes,Yes,67,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),95.07,7728.33,No
ID0440,Male,0,Yes,Yes,67,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),106.5,7533.81,Yes
ID0441,Male,0,Yes,Yes,28,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),41.91,1633.02,Yes
ID0442,Female,1,No,Yes,44,No,No,DSL,No internet service,No,No,No,Yes,No,Two year,No,Credit card (automatic),114.14,1378.2,Yes
ID0443,Male,1,No,Yes,41,No,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,101.26,2001.22,No
ID0444,Female,0,No,No,63,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),88.3,4173.81,No
ID0445,Female,0,No,No,23,No,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,119.85,4601.66,No
ID0446,Male,0,Yes,No,48,No,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),100.72,1851.58,No
ID0447,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,50.36,6078.31,Yes
ID0448,Female,1,Yes,Yes,57,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),73.39,2546.46,Yes
ID0449,Male,1,No,No,33,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,No,Mailed check,79.89,7385.83,No
ID0450,Female,1,Yes,No,24,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.57,5289.1,No
ID0451,Female,1,Yes,No,39,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,126.41,3548.16,No
ID0452,Female,0,No,Yes,34,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,42.98,6341.29,No
ID0453,Female,1,No,No,56,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,100.43,6562.52,Yes
ID0454,Female,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.12,2395.79,No
ID0455,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,32.58,2784.73,No
ID0456,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,123.39,7495.04,Yes
ID0457,Female,1,Yes,Yes,68,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),116.03,1402.44,No
ID0458,Female,1,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),82.94,433.98,Yes
ID0459,Male,1,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,53.11,3688.03,No
ID0460,Male,0,No,No,65,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),42.27,6430.55,Yes
ID0461,Female,0,No,No,65,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,66.69,6197.17,No
ID0462,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),55.79,7365.28,No
ID0463,Female,0,Yes,No,20,No,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,81.17,4313.28,No
ID0464,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,127.6,891.5,No
ID0465,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,88.06,4751.63,No
ID0466,Male,1,Yes,No,60,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),119.87,6250.32,Yes
ID0467,Female,1,No,Yes,18,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,95.73,838.28,No
ID0468,Male,1,Yes,No,35,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.99,1464.98,Yes
ID0469,Male,1,Yes,Yes,43,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),116.31,198.09,Yes
ID0470,Female,0,No,Yes,11,No,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),77.6,4790.85,Yes
ID0471,Male,0,No,No,49,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,117.72,7106.19,Yes
ID0472,Female,1,No,Yes,38,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),59.44,5399.23,No
ID0473,Male,0,Yes,No,64,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.0,7859.11,No
ID0474,Female,1,No,No,69,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,116.38,598.96,No
ID0475,Male,1,No,Yes,8,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.32,7234.7,No
ID0476,Female,1,Yes,Yes,34,No,No phone service,No,No,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,119.79,6532.13,Yes
ID0477,Male,0,No,Yes,48,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,124.71,2583.5,Yes
ID0478,Female,1,No,Yes,56,No,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.41,7791.85,Yes
ID0479,Male,1,No,No,65,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),80.59,2375.7,No
ID0480,Female,1,Yes,No,31,No,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,67.86,7126.5,No
ID0481,Female,0,Yes,No,4,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),93.2,7058.9,No
ID0482,Female,0,Yes,Yes,50,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.14,6086.49,No
ID0483,Male,1,Yes,Yes,69,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.33,4552.41,Yes
ID0484,Female,0,No,Yes,30,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,86.23,1049.01,No
ID0485,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,101.57,4303.57,No
ID0486,Female,0,Yes,Yes,67,No,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,43.57,2919.68,Yes
ID0487,Male,0,No,No,45,No,No,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),112.21,6359.5,Yes
ID0488,Female,0,No,Yes,4,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,91.21,6090.21,No
ID0489,Male,0,No,No,26,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,125.89,7294.83,No
ID0490,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),64.28,218.15,Yes
ID0491,Female,0,Yes,Yes,46,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,40.91,6492.91,No
ID0492,Male,0,Yes,Yes,64,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),81.15,7514.84,Yes
ID0493,Male,0,No,No,51,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),38.66,6336.46,Yes
ID0494,Female,1,No,No,50,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,127.91,1129.53,No
ID0495,Male,1,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),33.9,743.09,Yes
ID0496,Male,0,No,Yes,59,No,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),106.09,265.67,No
ID0497,Male,1,No,No,15,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),83.03,5068.08,No
ID0498,Female,1,No,Yes,30,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,67.22,5075.4,No
ID0499,Male,0,Yes,No,42,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,36.64,7897.61,No
ID0500,Female,0,No,No,37,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),92.83,3245.53,Yes
ID0501,Male,0,No,Yes,42,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),89.1,2723.05,No
ID0502,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.36,5033.95,No
ID0503,Male,1,Yes,Yes,6,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),121.92,6623.3,Yes
ID0504,Female,0,No,Yes,68,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),60.71,7501.5,No
ID0505,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),75.41,6445.67,No
ID0506,Male,0,Yes,No,29,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),84.91,3471.71,No
ID0507,Female,1,Yes,No,59,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.11,5116.81,No
ID0508,Male,1,No,Yes,47,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,124.14,6865.75,Yes
ID0509,Female,1,No,Yes,17,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),67.82,3976.81,Yes
ID0510,Female,1,No,Yes,22,No,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,38.15,1812.81,No
ID0511,Male,0,No,No,68,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,No,Mailed check,69.11,1441.81,Yes
ID0512,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),90.61,102.24,Yes
ID0513,Male,0,No,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,81.87,5775.07,Yes
ID0514,Female,0,No,No,49,No,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,100.14,978.66,Yes
ID0515,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),35.59,2027.32,No
ID0516,Male,1,No,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),58.73,2454.21,Yes
ID0517,Female,0,Yes,Yes,53,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),112.73,4527.99,No
ID0518,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,38.06,3244.85,No
ID0519,Female,1,No,No,3,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),116.39,5430.91,Yes
ID0520,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),39.27,540.54,No
ID0521,Female,1,Yes,Yes,32,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,114.27,1080.11,Yes
ID0522,Male,0,No,Yes,51,No,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),66.43,4044.76,No
ID0523,Female,0,No,No,46,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),91.82,2763.01,No
ID0524,Male,0,No,No,21,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,45.43,2437.92,Yes
ID0525,Female,0,Yes,Yes,44,No,No,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),36.67,630.51,No
ID0526,Male,0,No,Yes,11,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.8,7177.17,Yes
